artist_a,artist_b,artist_a_key,artist_b_key,category,affinity_score,difficulty_score,shared_traits,conflict_signals,effect_on_prompt_generation,what_models_struggle_with,inference_basis
Childe Hassam,Henri de Toulouse-Lautrec,childe_hassam,henri_de_toulouse_lautrec,complementary,0,44,[],[],Prompt can distribute ownership cleanly across adjacent traits. The result is usually additive rather than contradictory.,Main risk is generic averaging: the model may collapse the blend into a safer middle and lose whichever artist is weaker.,"Derived heuristically from hallmarks, composition, palette, surface, and mood fields in the UI-aligned artist roster."
Childe Hassam,Henri Matisse,childe_hassam,henri_matisse,complementary,59,18,"['soft atmospheric transitions', 'rough tactile paint']",[],"Prompt can fuse shared soft atmospheric transitions, rough tactile paint with soft atmospheric transitions and ornamental decorative design and soft atmospheric transitions. This usually creates a readable hybrid instead of two competing instructions.",Main risk is generic averaging: the model may collapse the blend into a safer middle and lose whichever artist is weaker.,"Derived heuristically from hallmarks, composition, palette, surface, and mood fields in the UI-aligned artist roster."
Childe Hassam,Henri Rousseau,childe_hassam,henri_rousseau,complementary,0,44,[],[],Prompt can distribute ownership cleanly across adjacent traits. The result is usually additive rather than contradictory.,Main risk is generic averaging: the model may collapse the blend into a safer middle and lose whichever artist is weaker.,"Derived heuristically from hallmarks, composition, palette, surface, and mood fields in the UI-aligned artist roster."
Childe Hassam,Herbert Draper,childe_hassam,herbert_draper,tense-but-usable,46,41,"['cool palette bias', 'soft atmospheric transitions']",['soft atmospheric transitions vs hard line control'],"Prompt should assign ownership explicitly, usually letting one artist drive soft atmospheric transitions and the other drive grounded realism and symbolic or dream logic. Without that split, the blend can wobble.",Model will tend to average or drop one side when forced to hold soft atmospheric transitions vs hard line control at the same time.,"Derived heuristically from hallmarks, composition, palette, surface, and mood fields in the UI-aligned artist roster."
Childe Hassam,Hokusai,childe_hassam,hokusai,tense-but-usable,19,56,['cool palette bias'],['soft atmospheric transitions vs hard line control'],"Prompt should assign ownership explicitly, usually letting one artist drive soft atmospheric transitions and the other drive graphic/print discipline and line-led drawing control. Without that split, the blend can wobble.",Model will tend to average or drop one side when forced to hold soft atmospheric transitions vs hard line control at the same time.,"Derived heuristically from hallmarks, composition, palette, surface, and mood fields in the UI-aligned artist roster."
Childe Hassam,Ivan Aivazovsky,childe_hassam,ivan_aivazovsky,complementary,59,18,"['cool palette bias', 'soft atmospheric transitions']",[],"Prompt can fuse shared cool palette bias, soft atmospheric transitions with soft atmospheric transitions and soft atmospheric transitions and organic flowing forms. This usually creates a readable hybrid instead of two competing instructions.",Main risk is generic averaging: the model may collapse the blend into a safer middle and lose whichever artist is weaker.,"Derived heuristically from hallmarks, composition, palette, surface, and mood fields in the UI-aligned artist roster."
Childe Hassam,J. C. Leyendecker,childe_hassam,j_c_leyendecker,complementary,28,29,['rough tactile paint'],[],Prompt can fuse shared rough tactile paint with soft atmospheric transitions and grounded realism and graphic/print discipline. This usually creates a readable hybrid instead of two competing instructions.,Main risk is generic averaging: the model may collapse the blend into a safer middle and lose whichever artist is weaker.,"Derived heuristically from hallmarks, composition, palette, surface, and mood fields in the UI-aligned artist roster."
Childe Hassam,Jacques-Louis David,childe_hassam,jacques_louis_david,tense-but-usable,21,55,['cool palette bias'],['soft atmospheric transitions vs hard line control'],"Prompt should assign ownership explicitly, usually letting one artist drive soft atmospheric transitions and the other drive line-led drawing control. Without that split, the blend can wobble.",Model will tend to average or drop one side when forced to hold soft atmospheric transitions vs hard line control at the same time.,"Derived heuristically from hallmarks, composition, palette, surface, and mood fields in the UI-aligned artist roster."
Childe Hassam,James Abbott McNeill Whistler,childe_hassam,james_abbott_mcneill_whistler,complementary,58,18,"['cool palette bias', 'soft atmospheric transitions']",[],"Prompt can fuse shared cool palette bias, soft atmospheric transitions with soft atmospheric transitions and abstraction/geometric reduction and soft atmospheric transitions. This usually creates a readable hybrid instead of two competing instructions.",Main risk is generic averaging: the model may collapse the blend into a safer middle and lose whichever artist is weaker.,"Derived heuristically from hallmarks, composition, palette, surface, and mood fields in the UI-aligned artist roster."
Childe Hassam,Jean-Auguste-Dominique Ingres,childe_hassam,jean_auguste_dominique_ingres,tense-but-usable,18,56,['cool palette bias'],['soft atmospheric transitions vs hard line control'],"Prompt should assign ownership explicitly, usually letting one artist drive soft atmospheric transitions and the other drive line-led drawing control and portrait-first staging. Without that split, the blend can wobble.",Model will tend to average or drop one side when forced to hold soft atmospheric transitions vs hard line control at the same time.,"Derived heuristically from hallmarks, composition, palette, surface, and mood fields in the UI-aligned artist roster."
Childe Hassam,Jean-Baptiste-Siméon Chardin,childe_hassam,jean_baptiste_simeon_chardin,complementary,59,18,"['soft atmospheric transitions', 'rough tactile paint']",[],"Prompt can fuse shared soft atmospheric transitions, rough tactile paint with soft atmospheric transitions and soft atmospheric transitions. This usually creates a readable hybrid instead of two competing instructions.",Main risk is generic averaging: the model may collapse the blend into a safer middle and lose whichever artist is weaker.,"Derived heuristically from hallmarks, composition, palette, surface, and mood fields in the UI-aligned artist roster."
Childe Hassam,Jean-François Millet,childe_hassam,jean_francois_millet,complementary,34,26,['rough tactile paint'],[],Prompt can fuse shared rough tactile paint with soft atmospheric transitions and visual direction. This usually creates a readable hybrid instead of two competing instructions.,Main risk is generic averaging: the model may collapse the blend into a safer middle and lose whichever artist is weaker.,"Derived heuristically from hallmarks, composition, palette, surface, and mood fields in the UI-aligned artist roster."
Childe Hassam,Jean-Honoré Fragonard,childe_hassam,jean_honore_fragonard,complementary,30,28,['rough tactile paint'],[],Prompt can fuse shared rough tactile paint with soft atmospheric transitions and ornamental decorative design. This usually creates a readable hybrid instead of two competing instructions.,Main risk is generic averaging: the model may collapse the blend into a safer middle and lose whichever artist is weaker.,"Derived heuristically from hallmarks, composition, palette, surface, and mood fields in the UI-aligned artist roster."
Childe Hassam,Jean-Léon Gérôme,childe_hassam,jean_leon_gerome,complementary,30,28,['cool palette bias'],[],Prompt can fuse shared cool palette bias with soft atmospheric transitions and grounded realism and illustrative storytelling. This usually creates a readable hybrid instead of two competing instructions.,Main risk is generic averaging: the model may collapse the blend into a safer middle and lose whichever artist is weaker.,"Derived heuristically from hallmarks, composition, palette, surface, and mood fields in the UI-aligned artist roster."
